Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments
1125,IN,Eye and Vision Services Providers|Optometrist|Vision Therapy,0,3435.23,35
1126,KS,Allopathic & Osteopathic Physicians|Family Medicine,0,2419.97,168
1127,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,769.88,50
1129,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,1,177502.71,122
1130,AL,Allopathic & Osteopathic Physicians|Internal Medicine,0,21700.29,664
1131,SD,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,2468.63,170
1132,PA,Allopathic & Osteopathic Physicians|Urology,1,14437.76,307
1134,NV,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,1905.1599999999999,43
1135,DC,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,6376.11,67
1136,GA,Allopathic & Osteopathic Physicians|Internal Medicine,0,10136.56,410
1137,OH,Allopathic & Osteopathic Physicians|Internal Medicine,0,1667.46,122
1138,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2701.64,145
1140,MA,Allopathic & Osteopathic Physicians|Internal Medicine,0,257.6,12
1141,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,1024.41,19
1145,WA,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,0,58673.58,142
1147,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,0,5874.91,37
1148,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,2499.31,74
1149,VA,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,4656.56,74
1150,MI,Allopathic & Osteopathic Physicians|Surgery,0,2365.61,26
1151,NC,Allopathic & Osteopathic Physicians|Internal Medicine,0,3462.03,271
1152,AR,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,10106.55,255
1153,KS,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,3264.3,194
1154,FL,Allopathic & Osteopathic Physicians|Urology,0,4392.23,52
1155,TX,Eye and Vision Services Providers|Optometrist,0,10211.48,123
1156,SC,Allopathic & Osteopathic Physicians|Urology,0,3267.69,188
1158,FL,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,1,814402.5,621
1159,CA,Eye and Vision Services Providers|Optometrist,0,1096.28,25
1160,DC,Allopathic & Osteopathic Physicians|Internal Medicine,0,1728.2,93
1161,AZ,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,1260458.71,2347
1162,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2649.95,218
1163,HI,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,0,21687.3,107
1164,AL,Allopathic & Osteopathic Physicians|Pediatrics,0,476.11,30
1165,KY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,1188.62,44
1166,MD,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,12498.44,51
1167,GA,Allopathic & Osteopathic Physicians|Internal Medicine,0,15718.53,965
1168,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,299639.81,338
1169,NC,Eye and Vision Services Providers|Optometrist,0,1736.77,34
1171,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,51067.8,893
1172,TX,Allopathic & Osteopathic Physicians|Ophthalmology,0,692.94,40
1173,VA,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,0,40340.62,764
1174,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,4081.06,246
1176,IL,Eye and Vision Services Providers|Optometrist,0,1903.43,68
1177,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,10149.62,338
1178,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,592.65,40
1180,CA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,78026.67,232
1181,KY,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,21368.6,167
1182,TN,Allopathic & Osteopathic Physicians|Urology,0,17372.18,404
1186,PA,Allopathic & Osteopathic Physicians|Ophthalmology,0,3546.39,122
1188,VA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,5843.01,174
1189,GA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,7737.48,445
1191,FL,Allopathic & Osteopathic Physicians|Dermatology,0,2711.7,123
1192,PA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,21448.66,169
1193,IL,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,0,965.99,31
1194,TN,Allopathic & Osteopathic Physicians|Family Medicine,0,11831.95,1048
1196,IA,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,647.17,26
1197,MA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,120338.94,89
1198,TX,Allopathic & Osteopathic Physicians|Pediatrics,1,1810.48,101
1200,AZ,Allopathic & Osteopathic Physicians|Plastic Surgery,0,28381.15,100
1201,CA,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,0,2796.12,160
1202,NY,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,0,2239.42,24
1204,CA,Eye and Vision Services Providers|Optometrist,0,1567.45,34
1205,SD,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,292.27,17
1206,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,0,2803.52,71
1207,IN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1270.39,75
1209,IL,Allopathic & Osteopathic Physicians|Internal Medicine,0,9563.93,373
1210,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,0,5881.42,325
1211,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,753.44,49
1212,WA,Eye and Vision Services Providers|Optometrist,0,2172.79,33
1213,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,9005.89,740
1214,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,759.54,52
1216,CO,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,2947.81,77
1219,AR,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Cardiology,0,19376.010000000002,122
1220,MD,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,1,8907.5,514
1221,KY,Allopathic & Osteopathic Physicians|Family Medicine,0,6283.9,478
1222,MO,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,6002.92,474
1223,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,2118.61,68
1224,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,21350.06,255
1225,WI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,11510.91,58
1226,OK,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,4557.2,344
1227,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6869.07,366
1228,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,0,19543.12,422
1229,TN,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology with Special Qualifications in Child Neurology,0,2289.53,105
1230,CA,Allopathic & Osteopathic Physicians|Emergency Medicine,0,4054.72,81
1231,KY,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,0,3441832,242
1232,CA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,1,1440486.66,320
1233,DE,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,4265.5,366
1234,NJ,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,188777.04,363
1235,MO,Allopathic & Osteopathic Physicians|Internal Medicine,0,4746.72,335
1236,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,7834.84,134
1237,LA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,1824.82,81
1238,OH,Eye and Vision Services Providers|Optometrist,0,697.53,34
1239,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,12309.45,969
1241,NC,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Cardiology,0,17096.21,79
1243,FL,Allopathic & Osteopathic Physicians|Neurological Surgery,0,6265.83,110
1244,CA,Allopathic & Osteopathic Physicians|Anesthesiology,0,1288.79,31
1245,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,696.45,24
1246,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,2717.25,167
1249,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,308.4,13
1250,RI,Allopathic & Osteopathic Physicians|Internal Medicine,0,5338.07,303
1251,IL,Allopathic & Osteopathic Physicians|Internal Medicine,0,14564.67,509
1252,NY,Allopathic & Osteopathic Physicians|Urology,1,24697.22,161
1255,FL,Dental Providers|Dentist|General Practice,0,7041.71,56
1256,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,3188.13,216
1257,CA,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pain Medicine,0,3762.47,275
1258,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,0,4626.18,181
1259,GA,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,82725.43,410
1260,OH,Allopathic & Osteopathic Physicians|Internal Medicine,0,2230.83,160
1261,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,540.66,32
1262,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,10024.05,1012
1263,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,7161.18,427
1264,MA,Chiropractic Providers|Chiropractor,0,369.83,18
1265,FL,Allopathic & Osteopathic Physicians|Urology,0,15692.62,91
1266,PA,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,1,10895.31,84
1267,PA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,604.34,12
1268,CA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,1,110575.93,185
1269,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1249.75,69
1270,TX,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,1515154.29,2367
1271,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,18827.82,1124
1272,ND,Allopathic & Osteopathic Physicians|Family Medicine,0,1777.66,204
1273,PA,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,708.03,34
1274,KS,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,1325.1399999999999,35
1275,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,13606.44,374
1276,SC,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,8129.25,586
1277,VA,Allopathic & Osteopathic Physicians|Family Medicine,0,15418.33,1059
1278,ME,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,187058.9,708
1279,WA,Allopathic & Osteopathic Physicians|Neurological Surgery,0,23111.69,180
1280,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,595.13,26
1281,OH,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,1,6509.9400000000005,194
1282,PA,Allopathic & Osteopathic Physicians|Internal Medicine,0,4863.62,78
1283,VA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,1,186141.28,353
1284,VA,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,1009.8199999999999,37
1285,WI,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,972.49,67
1286,IN,Eye and Vision Services Providers|Optometrist,0,2748.87,29
1287,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,9396.4,503
1290,NJ,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,14505.8,149
1291,CA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1492.22,75
1293,CO,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,11581.03,97
1294,GA,Allopathic & Osteopathic Physicians|Pediatrics,0,1254.61,57
1295,GA,Allopathic & Osteopathic Physicians|Internal Medicine,0,402.73,27
1296,MI,Allopathic & Osteopathic Physicians|Urology,1,38236.61,45
1297,WA,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,2146.23,98
1298,MO,Allopathic & Osteopathic Physicians|Hospitalist,0,2520.96,158
1300,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,10191.47,743
1301,CA,Eye and Vision Services Providers|Optometrist,0,5046.09,89
1302,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,9169.99,160
1304,MO,Allopathic & Osteopathic Physicians|Surgery,0,3741.2,77
1305,FL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,11988.58,144
1306,CA,Allopathic & Osteopathic Physicians|Anesthesiology,0,1969.47,45
1309,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,4405.29,214
1310,SC,Allopathic & Osteopathic Physicians|Hospitalist,0,462.55,29
1311,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,14998.68,234
1312,NC,Eye and Vision Services Providers|Optometrist,0,1377.16,28
1313,IA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,1,1126020.49,494
1314,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,12221.04,164
1315,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,4379.05,147
1316,IL,Allopathic & Osteopathic Physicians|Urology,0,5272.77,280
1317,OH,Allopathic & Osteopathic Physicians|Surgery,0,2962.29,38
1318,WA,Allopathic & Osteopathic Physicians|Ophthalmology,0,23641.04,92
1319,TX,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,8808.44,161
1321,GA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,0,185739.24,250
1322,TN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,0,3945.27,303
1324,MD,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,19450.78,1327
1325,IN,Dental Providers|Dentist,0,4975.37,22
1327,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,1255.5,80
1330,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,1341.05,86
1331,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,2902.51,113
1332,OR,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,56379.79,324
1333,TX,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,0,43183.9,819
1334,NJ,Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,0,6074.86,132
1336,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,6438.65,460
1337,MI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,10979.68,269
1339,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,1753.54,126
1340,IL,Allopathic & Osteopathic Physicians|Neurological Surgery,0,10099.15,52
1341,NJ,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,1,10878.32,469
1342,NC,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3058.06,85
1343,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,1185.05,35
1344,TX,Eye and Vision Services Providers|Optometrist,0,1491.74,19
1345,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,0,497.9,28
1346,LA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,4638.4,273
1347,FL,Dental Providers|Dentist|Periodontics,0,2515.7799999999997,24
1348,NY,Allopathic & Osteopathic Physicians|Pediatrics,0,2748.37,34
1349,FL,Eye and Vision Services Providers|Optometrist,0,3583.36,76
1350,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,9292.94,62
1351,MS,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,4573.68,188
1352,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,0,1471.64,85
1353,SC,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,21135.05,527
1354,AL,Allopathic & Osteopathic Physicians|Internal Medicine,0,9888.37,880
1355,MI,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,0,12645.33,22
1356,OH,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,421931.74,563
1357,CA,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,1698.97,70
1358,IL,Allopathic & Osteopathic Physicians|Internal Medicine,0,11721.29,801
1359,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,46733.09,763
1360,FL,Allopathic & Osteopathic Physicians|Allergy & Immunology,0,3343,171
1362,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,3659.37,157
1363,OH,Allopathic & Osteopathic Physicians|Anesthesiology,0,1742.57,12
1364,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6953.92,440
1366,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,6599.7,433
1367,PA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine,0,72761.16,198
1368,AZ,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,4986.88,78
1369,FL,Allopathic & Osteopathic Physicians|Otolaryngology,0,1977.18,134
1370,PA,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,1382.59,64
1371,HI,Allopathic & Osteopathic Physicians|Pediatrics,0,852.9599999999999,15
1372,MO,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,1,2905.05,173
1374,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,6413.96,363
1375,CA,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,2605.79,120
1377,SC,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,539818.44,648
1378,TX,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,14201.6,984
1379,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,2966.74,188
1380,MA,Allopathic & Osteopathic Physicians|Internal Medicine,0,3259.86,102
1381,IL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,18010.95,116
1382,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,2281.59,117
1383,NJ,Eye and Vision Services Providers|Optometrist,0,1130.1,12
1385,IN,Allopathic & Osteopathic Physicians|Surgery,0,6665.36,68
1386,MS,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,2450.99,98
1387,NJ,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,5182.61,65
1389,CO,Dental Providers|Dentist,1,2561.86,37
1390,VA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,15434.37,76
1391,MO,Allopathic & Osteopathic Physicians|Family Medicine,0,950.45,44
1392,AL,Eye and Vision Services Providers|Optometrist,0,1616.25,37
1393,SC,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,2983.2,30
1394,IA,Allopathic & Osteopathic Physicians|Family Medicine,0,725.71,53
1395,TX,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology,0,2927.66,110
1396,KY,Allopathic & Osteopathic Physicians|Surgery,0,1062.26,80
1397,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,437.17,15
1398,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,55419.51,931
1399,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,27476.91,591
1400,PA,Allopathic & Osteopathic Physicians|Surgery,0,2550.68,36
1401,NY,Allopathic & Osteopathic Physicians|Anesthesiology,0,542.4399999999999,12
1402,CA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,0,13859.19,297
1403,CT,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,5066.6,269
1406,TX,Allopathic & Osteopathic Physicians|Otolaryngology,0,839.05,49
1407,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,10925.05,756
1408,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,24223.6,475
1409,PA,Allopathic & Osteopathic Physicians|Internal Medicine,0,5148.57,384
1410,NC,Allopathic & Osteopathic Physicians|Surgery,0,41885.27,278
1411,PA,Allopathic & Osteopathic Physicians|Internal Medicine,0,1781.34,111
1412,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,7267.2300000000005,468
1413,TN,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,3453.85,64
1414,PA,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,992.53,79
1415,PA,Allopathic & Osteopathic Physicians|Pediatrics,0,630.71,42
1417,IN,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Gastroenterology,1,1911.96,117
1418,MD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1309.6,77
1419,IN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2635.3,201
1420,IL,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,4591.74,231
1421,KY,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine,0,673421.33,643
1422,GA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,1536388.85,2316
1424,LA,Allopathic & Osteopathic Physicians|Internal Medicine,0,6531.11,466
1425,CT,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,623.43,26
1426,AL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,0,3455,34
1427,OH,Allopathic & Osteopathic Physicians|Pediatrics,0,791.04,60
1428,LA,Allopathic & Osteopathic Physicians|Ophthalmology|Retina Specialist,0,11213.84,129
1429,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,96824.47,383
1430,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,2930.7599999999998,209
1431,FL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,1,102430.37,65
1432,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6586.83,439
1435,AZ,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,8865.97,137
1437,CA,Allopathic & Osteopathic Physicians|Dermatology,0,30581.23,409
1438,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,3932.61,167
1439,MA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,3902.33,154
1440,SC,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology,0,1839.02,53
1441,PA,Allopathic & Osteopathic Physicians|Internal Medicine,0,1467.27,86
1442,SD,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,436603.83,1014
1443,IL,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,6689.26,62
1444,WV,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,9968.09,340
1445,MD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3956.98,135
1446,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2114.66,73
1447,OH,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,0,5438.64,192
1449,KS,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,3223.15,77
1450,CT,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,3021.89,35
1451,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,23165.08,1543
1452,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,32348.04,575
1454,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,4028.31,41
1455,WV,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,966.34,61
1456,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,3793.83,162
1457,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,584.78,33
1458,PA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,11211.59,54
1459,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,5002.07,247
1460,VA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2672.07,121
1461,OH,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,7137.1,133
1462,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,6271.72,301
1464,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,5302.32,365
1465,TX,Allopathic & Osteopathic Physicians|Pediatrics,0,564.59,34
1467,IL,Allopathic & Osteopathic Physicians|Dermatology,0,974.98,47
1468,SC,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,80041.79,460
1469,MN,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,0,46646.03,74
1470,IN,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,573.62,39
1471,GA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,11575.16,922
1473,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,3434.49,284
1474,NC,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,8078.37,338
1476,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,1,58335.96,1047
1478,VA,Allopathic & Osteopathic Physicians|Family Medicine,0,5401.52,403
1479,CO,Allopathic & Osteopathic Physicians|Urology,0,4342.23,239
1480,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,0,1813.42,25
1481,NC,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,17074.87,709
1483,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,2057.7,20
1484,SC,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1492.12,88
1485,NY,Allopathic & Osteopathic Physicians|Ophthalmology,0,4116.04,62
1486,PA,Eye and Vision Services Providers|Optometrist,0,182337.25,392
1488,NC,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5366.69,393
1489,IN,Allopathic & Osteopathic Physicians|Pediatrics,0,499.34000000000003,32
1490,IN,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,672.67,28
1491,NM,Allopathic & Osteopathic Physicians|Internal Medicine,0,5119.79,342
1492,PA,Dental Providers|Dentist,0,664.05,15
1493,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,431.24,22
1494,TX,Allopathic & Osteopathic Physicians|Anesthesiology,0,2958.7799999999997,36
1495,PA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,46728.2,342
1496,WV,Allopathic & Osteopathic Physicians|Internal Medicine,0,8364.24,633
1497,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,1029.77,48
1498,MS,Allopathic & Osteopathic Physicians|Family Medicine,0,402.53000000000003,31
1499,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,5812.16,430
