Physician_ID;State;Primary_Specialty;total_payments;number_of_payments;top_nature;total_of_top_nature;range_count;range_total;top_company;pay_count;std;top_rpi;rpi_count;cash;services;stock;stock_opt;any_ownership;dividend;stock_or_other;top_fop;fop_count
1880;MO;Psychiatry & Neurology;7904.020000000008;548;Food and Beverage;7659.620000000009;104;1517.5700000000002;169;27;2.875787126089692;Yes;278;27.0;521.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;521
1882;CA;Eye and Vision Services Providers;2520.5800000000004;53;Food and Beverage;2497.9800000000005;13;456.72999999999996;289;13;31.87505775001829;Covered;23;9.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
1883;MA;Psychiatry & Neurology;8645.939999999995;384;Food and Beverage;8354.719999999994;35;684.9500000000003;897;20;28.12129409573963;Yes;258;61.0;323.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;323
1884;NY;Anesthesiology;668.8;20;Food and Beverage;668.8;5;202.04999999999998;1;7;19.10210856691954;Yes;14;2.0;18.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;18
1885;CA;Thoracic Surgery (Cardiothoracic Vascular Surgery);10796.230000000007;169;Food and Beverage;6697.32;20;2180.78;818;28;26.016347227309332;Yes;116;49.0;120.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;120
1886;FL;Pediatrics;23146.330000000005;54;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;19415.55;23;9601.87;209;10;252.2194623220098;Covered;35;30.0;24.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;30
1887;FL;Family Medicine;9079.619999999992;587;Food and Beverage;8853.919999999995;48;529.3999999999999;75;57;20.77686008095028;Yes;373;31.0;556.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;556
1888;CA;;1193.6300000000003;42;Food and Beverage;1155.9800000000002;14;355.74999999999994;1393;3;28.381715498673096;Yes;28;2.0;40.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;40
1889;OH;;31552.800000000007;155;Travel and Lodging;22944.629999999997;40;5376.09;75;15;180.2596473101176;Yes;56;35.0;120.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;120
1890;AZ;Psychiatry & Neurology;40745.98999999999;387;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;27840.0;127;19690.299999999996;398;13;95.63970220313307;Covered;261;93.0;294.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;294
1891;AK;Obstetrics & Gynecology;1081.5300000000002;35;Food and Beverage;1081.5300000000002;4;184.16;278;17;30.157739325572244;Yes;19;1.0;34.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;34
1892;NV;Internal Medicine;7447.759999999997;216;Food and Beverage;5752.159999999999;76;2964.2700000000004;859;32;28.230770547412416;Covered;143;28.0;188.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;188
1893;PA;Family Medicine;1066.4000000000003;61;Food and Beverage;730.1600000000002;11;198.26000000000002;74;15;16.83004488667669;Yes;29;20.0;41.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;41
1895;NC;Internal Medicine;188221.67999999985;670;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;114655.0;165;48485.88;47;41;131.19950914211498;Yes;376;170.0;500.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;500
1897;FL;Eye and Vision Services Providers;1451.46;21;Food and Beverage;1418.3199999999997;5;389.08000000000004;296;9;34.85722866605688;Covered;11;1.0;20.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;20
1899;PA;Radiology;75640.96999999999;43;Consulting Fee;73691.58;9;20579.35;360;10;754.7908150898041;Covered;27;40.0;3.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;40
1900;VA;Orthopaedic Surgery;8871.339999999998;69;Travel and Lodging;6492.4400000000005;30;4856.23;601;9;68.17563537582308;Covered;46;9.0;60.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;60
1901;GA;Pain Medicine;4217.92;178;Food and Beverage;3074.0500000000006;36;1577.01;859;23;25.27881476522047;Yes;137;51.0;127.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;127
1902;GA;Internal Medicine;5205.290000000003;380;Food and Beverage;5059.360000000002;42;560.2899999999998;10;46;14.42260828227248;Yes;227;11.0;369.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;369
1903;TX;Dermatology;6438.530000000004;242;Food and Beverage;4586.4299999999985;38;2296.4399999999996;190;28;28.29291560518582;Yes;194;43.0;199.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;199
1904;NJ;Internal Medicine;2260.8800000000006;81;Food and Beverage;1671.4499999999998;11;949.1699999999998;24;14;82.59370714260533;Yes;55;0.0;81.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;81
1905;PA;Eye and Vision Services Providers;577.8199999999999;23;Food and Beverage;512.9699999999999;7;170.67999999999998;289;10;21.13737028345768;Yes;12;2.0;21.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;21
1906;DE;Radiology;2046.789999999999;46;Food and Beverage;2046.789999999999;8;648.65;236;22;39.93252417772267;Yes;29;11.0;35.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;35
1908;RI;Urology;2755.5599999999986;125;Food and Beverage;2580.6199999999985;57;1238.69;69;22;32.78356533286026;Covered;110;8.0;117.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;117
1909;CA;Psychiatry & Neurology;10975.39000000001;673;Food and Beverage;10647.680000000008;66;851.5200000000002;897;31;3.4740196348641854;Yes;482;81.0;592.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;592
1910;OH;Urology;12249.419999999996;186;Food and Beverage;4890.140000000002;19;3765.5299999999997;596;15;31.863238538950956;Yes;119;11.0;175.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;175
1911;TX;Obstetrics & Gynecology;1974.1000000000004;73;Food and Beverage;1827.4700000000003;6;329.3299999999999;348;23;40.31093158111664;Yes;49;2.0;71.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;71
1912;CA;Family Medicine;4326.71;284;Food and Beverage;4295.52;42;497.3000000000001;74;30;10.068079484584583;Yes;200;36.0;248.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;248
1913;FL;Eye and Vision Services Providers;4043.75;35;Consulting Fee;1990.0;7;2114.54;1393;13;55.51902371161142;Yes;27;7.0;28.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;28
1914;WA;Podiatric Medicine & Surgery Service Providers;104383.19;172;Consulting Fee;46375.0;35;40848.46;700;17;952.3890470616146;Yes;127;141.0;31.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;141
1915;PA;Pediatrics;1208.4100000000003;62;Food and Beverage;1178.46;16;267.0;197;13;8.633428994680882;Yes;40;3.0;59.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;59
1916;OH;Internal Medicine;508.21999999999986;28;Food and Beverage;451.49999999999994;15;330.09999999999997;74;14;22.266342820233056;Covered;20;1.0;27.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;27
1918;KS;Neurological Surgery;3551.419999999999;114;Food and Beverage;2784.419999999999;29;984.8200000000004;345;38;114.25757243634604;Yes;85;22.0;92.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;92
1919;GA;Psychiatry & Neurology;15972.679999999998;504;Food and Beverage;8140.410000000002;7;396.95000000000005;240;32;43.590829150851754;Yes;300;98.0;406.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;406
1920;CA;Ophthalmology;5073.749999999999;47;Food and Beverage;4076.2000000000007;11;1543.6000000000001;296;15;38.40273501289652;Yes;29;5.0;42.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;42
1921;TX;Pain Medicine;653.2900000000001;36;Food and Beverage;653.2900000000001;13;201.31;700;13;17.08053039649247;Yes;20;13.0;23.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;23
1922;PR;Pediatrics;3494.9199999999996;23;Consulting Fee;1500.0;11;3025.4799999999996;344;8;101.43461082665793;Covered;16;2.0;21.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;21
1926;MI;Family Medicine;3284.5;280;Food and Beverage;3276.6;40;504.24;197;36;12.361365081629264;Yes;167;10.0;270.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;270
1927;SC;Orthopaedic Surgery;7252.770000000001;45;Travel and Lodging;5146.95;15;2394.05;42;14;304.2854815741637;Yes;25;7.0;38.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;38
1928;MD;Plastic Surgery;6428.979999999997;111;Food and Beverage;4028.9800000000005;31;3544.14;673;24;30.611273436606;Yes;51;13.0;98.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;98
1929;CO;Obstetrics & Gynecology;40016.030000000006;313;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;26450.0;75;23684.059999999998;1095;36;70.36991318402583;Yes;199;65.0;248.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;248
1930;NC;Orthopaedic Surgery;2928.720000000001;58;Travel and Lodging;1785.88;20;1140.15;473;19;59.83179101924546;Covered;38;14.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
1932;CA;Internal Medicine;25092.030000000017;1618;Food and Beverage;24877.68000000002;45;717.25;122;55;16.121946829447236;Yes;960;99.0;1519.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1519
1934;NY;Colon & Rectal Surgery;85939.43;147;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;65450.0;41;47182.73;318;27;354.77662840698594;Covered;96;38.0;109.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;109
1937;NC;Family Medicine;6212.5700000000015;488;Food and Beverage;6166.700000000001;63;812.6900000000002;74;36;6.26913623009156;Yes;260;19.0;469.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;469
1938;IN;Internal Medicine;853.2900000000002;84;Food and Beverage;853.2900000000002;39;280.74;150;16;5.980467828806447;Yes;78;4.0;80.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;80
1939;NY;Surgery;3983.73;126;Food and Beverage;3983.03;21;326.59000000000003;340;13;36.08213867886195;Yes;100;6.0;120.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;120
1940;VA;Orthopaedic Surgery;7028.070000000003;67;Food and Beverage;2709.9399999999996;10;4926.380000000001;267;12;160.64262629098658;Covered;32;41.0;26.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;41
1941;NY;Internal Medicine;13906.15000000001;544;Food and Beverage;11931.480000000016;50;1878.4099999999999;123;34;28.597638042882647;Yes;366;29.0;515.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;515
1942;NY;Internal Medicine;55841.28;296;Grant;21055.75;30;16512.8;769;24;115.43834231057845;Yes;131;51.0;245.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;245
1943;TN;Internal Medicine;7710.690000000006;584;Food and Beverage;7636.220000000006;56;635.81;123;41;16.49125156542887;Yes;380;16.0;568.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;568
1944;NC;Internal Medicine;3905.3700000000013;249;Food and Beverage;3851.170000000002;39;546.86;897;28;12.90701579944683;Yes;175;25.0;224.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;224
1945;PA;Thoracic Surgery (Cardiothoracic Vascular Surgery);8378.349999999999;39;Travel and Lodging;6030.34;10;2274.3899999999994;818;9;98.57002407181405;Covered;17;10.0;29.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;29
1947;TX;Internal Medicine;3027.639999999999;214;Food and Beverage;3024.689999999999;50;687.7099999999999;334;32;7.41105046634427;Yes;124;7.0;207.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;207
1948;SC;Surgery;3853.0600000000013;109;Food and Beverage;2052.8700000000003;18;1500.73;1406;30;19.279903453845343;Yes;57;21.0;88.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;88
1949;CA;Internal Medicine;2069.18;85;Food and Beverage;1966.8999999999999;20;550.0899999999999;521;27;22.814865475421122;Covered;54;11.0;74.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;74
1950;OK;Obstetrics & Gynecology;9695.820000000002;91;Food and Beverage;3837.7799999999997;25;4292.68;49;22;331.29875379912073;Yes;77;34.0;57.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;57
1952;AZ;Dental Providers;1539.36;39;Food and Beverage;1539.36;6;328.65;471;7;52.802722464072346;Yes;23;11.0;28.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;28
1953;NJ;Eye and Vision Services Providers;5824.839999999998;112;Food and Beverage;5270.519999999999;32;1974.7599999999998;289;16;37.76260754944055;Yes;90;8.0;104.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;104
1954;CO;Dermatology;4372.399999999997;262;Food and Beverage;4151.409999999999;19;332.0400000000002;233;33;3.7627687291104275;Yes;165;17.0;245.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;245
1955;KY;Family Medicine;271.29;20;Food and Beverage;271.29;6;80.89;340;9;2.1190298669817027;Covered;10;4.0;16.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;16
1956;TX;;2280.609999999999;122;Food and Beverage;2056.6099999999997;14;227.84999999999997;75;17;11.6729102161486;Yes;84;6.0;116.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;116
1957;IL;Eye and Vision Services Providers;4026.1700000000005;63;Food and Beverage;2731.3500000000004;15;1066.93;569;10;34.51605424282775;Yes;33;5.0;58.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;58
1959;IL;Family Medicine;4406.85;318;Food and Beverage;4380.76;43;531.87;334;36;11.903300341099687;Yes;190;18.0;300.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;300
1960;NY;Psychiatry & Neurology;8339.619999999999;481;Food and Beverage;7908.189999999996;26;433.2099999999998;147;42;8.642165157220536;Yes;316;148.0;333.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;333
1962;GA;Internal Medicine;2044.5000000000005;119;Food and Beverage;1787.9300000000005;18;268.34;190;23;24.589413328078237;Yes;71;7.0;112.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;112
1963;TX;Dermatology;4190.099999999997;192;Food and Beverage;2696.9399999999987;44;516.52;66;26;40.47100720836925;Yes;141;18.0;174.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;174
1964;MA;Internal Medicine;3045.6399999999985;195;Food and Beverage;2998.4099999999985;32;579.4200000000001;75;25;5.0555326459581185;Yes;103;7.0;188.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;188
1965;IN;Family Medicine;1068.93;79;Food and Beverage;1048.93;30;421.49000000000007;717;22;6.040550656875492;Covered;68;3.0;76.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;76
1966;KS;Allergy & Immunology;82316.73000000014;1292;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;27860.0;261;19323.170000000002;75;62;69.83512969752839;Yes;1003;112.0;1180.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1180
1967;TX;Psychiatry & Neurology;709522.3799999994;924;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;329702.69;112;103255.89000000001;150;25;2856.43662204286;Yes;532;391.0;533.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;533
1968;CA;Psychiatry & Neurology;9085.229999999992;836;Food and Beverage;8732.170000000004;222;2333.55;897;21;9.838160362011994;Yes;761;87.0;749.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;749
1969;CO;Psychiatry & Neurology;339.7300000000001;22;Food and Beverage;339.7300000000001;5;107.52000000000001;154;6;3.940014986437037;Yes;13;7.0;15.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;15
1972;FL;Plastic Surgery;5935.02;65;Food and Beverage;2359.38;6;2257.8099999999995;673;6;81.46774375724561;Yes;31;17.0;48.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;48
1973;CT;Obstetrics & Gynecology;2498.1199999999985;146;Food and Beverage;2311.7099999999996;28;385.99999999999994;220;29;8.881185829298184;Yes;108;26.0;120.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;120
1974;FL;Family Medicine;2490.9000000000005;120;Food and Beverage;2290.9200000000005;30;767.24;74;24;16.831166442030227;Yes;62;7.0;113.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;113
1975;NY;Orthopaedic Surgery;11259.850000000004;109;Travel and Lodging;4198.429999999999;22;4903.03;1879;20;564.5258178967766;Yes;73;38.0;71.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;71
1976;IL;Plastic Surgery;19897.880000000016;113;Consulting Fee;9853.57;27;5994.859999999999;1084;12;290.0733470651584;Yes;32;42.0;71.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;71
1977;KY;Internal Medicine;14049.000000000002;148;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;8900.0;34;9758.789999999999;1782;22;78.20817751654502;Yes;66;17.0;131.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;131
1979;MO;Physical Medicine & Rehabilitation;4114.669999999999;95;Education;1872.0;27;2404.69;267;26;146.3023989034824;Yes;46;0.0;95.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;95
1980;IL;Obstetrics & Gynecology;1741.7699999999998;81;Food and Beverage;1680.84;13;226.00999999999996;2214;23;14.568035168891367;Yes;43;0.0;81.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;81
1981;VA;Pediatrics;2736.63;104;Food and Beverage;2711.63;20;614.3900000000001;71;21;15.223275921639749;Yes;60;4.0;100.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;100
1983;OK;Family Medicine;2002.56;58;Food and Beverage;2002.56;17;310.2200000000001;334;17;19.56027032439477;Yes;31;0.0;58.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;58
1985;MI;Internal Medicine;3448.4399999999982;227;Food and Beverage;3377.0899999999983;26;477.6299999999999;197;21;28.05807274031719;Yes;151;2.0;225.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;225
1986;WV;Orthopaedic Surgery;21450.09;27;Honoraria;11000.0;5;6640.39;1232;7;470.5546818755603;Yes;15;15.0;12.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;15
1987;FL;Ophthalmology;5943.54;123;Food and Beverage;5040.589999999998;12;830.7000000000002;190;17;47.613530364443086;Yes;78;13.0;110.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;110
1988;MN;Pediatrics;2568.140000000001;55;Food and Beverage;2568.140000000001;9;564.8;597;3;16.32937286147658;Yes;37;1.0;54.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;54
1990;RI;Internal Medicine;846.35;45;Food and Beverage;846.35;5;75.92000000000002;123;15;19.116244351042795;Covered;22;2.0;43.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;43
1991;OH;Psychiatry & Neurology;524498.95;1743;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;311793.33999999997;75;51752.56999999999;71;53;182.60254045578054;Yes;1048;507.0;1236.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1236
1992;MI;Dermatology;223215.91000000003;309;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;148680.0;62;50460.92;10;25;468.2484291654198;Yes;205;135.0;174.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;174
1993;IL;Family Medicine;5298.579999999995;368;Food and Beverage;5108.359999999995;49;570.1900000000002;150;31;3.104955710426829;Yes;242;6.0;362.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;362
1995;CO;Ophthalmology;57823.21;342;Consulting Fee;21275.0;42;17481.11;296;22;91.41106008793248;Yes;167;75.0;267.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;267
1996;TN;Eye and Vision Services Providers;4912.299999999998;36;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;2000.0;12;1951.17;289;8;515.9982287832083;Covered;14;4.0;32.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;32
1998;NY;Internal Medicine;24149.029999999962;1301;Food and Beverage;23618.879999999965;169;3154.74;150;58;37.12544298443554;Yes;659;60.0;1241.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1241
1999;FL;Dental Providers;6541.320000000001;77;Food and Beverage;3225.0700000000006;14;2411.6500000000005;1534;15;233.6556478854734;Yes;37;18.0;59.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;59
2001;IN;Internal Medicine;1319.3500000000001;85;Food and Beverage;1308.46;24;351.57;150;16;7.064632433600028;Yes;79;18.0;67.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;67
2002;IL;Family Medicine;3308.8099999999995;81;Food and Beverage;2853.2399999999993;20;1190.9300000000003;212;20;23.2813361074127;Yes;45;20.0;61.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;61
2003;CA;Ophthalmology;3011.6200000000003;30;Food and Beverage;2258.8900000000003;8;1184.23;190;14;86.13563292049837;Yes;11;4.0;26.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;26
2004;NH;Family Medicine;698.76;35;Food and Beverage;698.76;6;150.90999999999997;197;10;20.40230172091157;Yes;22;10.0;25.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;25
2006;TX;Obstetrics & Gynecology;157235.09000000003;389;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;122425.0;140;88052.43000000001;123;29;129.1362231524474;Yes;352;111.0;278.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;278
2007;FL;Anesthesiology;463.89000000000004;20;Food and Beverage;344.61;4;128.94;1;7;45.41958994718048;Yes;12;2.0;18.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;18
2009;TN;;1701.2799999999997;112;Food and Beverage;1701.2799999999997;30;552.54;1393;20;29.93692743307297;Yes;69;7.0;105.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;105
2010;MI;Eye and Vision Services Providers;7019.599999999998;113;Consulting Fee;1775.0;22;2164.37;569;9;212.0613858947046;Yes;49;52.0;61.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;61
2011;WA;Anesthesiology;10253.54;267;Food and Beverage;7330.38;70;2877.9000000000005;521;33;22.435468004086534;Yes;210;45.0;222.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;222
2012;TX;Eye and Vision Services Providers;1841.6000000000001;66;Food and Beverage;1766.3000000000002;11;398.44;289;8;8.582336104373939;Yes;38;1.0;65.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;65
2013;CA;Family Medicine;5509.189999999998;377;Food and Beverage;5231.989999999997;32;411.1600000000003;75;37;4.307205805679698;Yes;233;25.0;352.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;352
2014;MN;Eye and Vision Services Providers;480.62;14;Food and Beverage;243.32;2;231.03000000000003;217;7;82.59229402916473;Yes;7;6.0;8.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;8
2015;CA;Eye and Vision Services Providers;8673.279999999999;68;Royalty or License;3226.67;11;3298.88;137;14;274.99625718577266;Yes;47;14.0;54.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;54
2016;SC;Urology;2032.2200000000005;111;Food and Beverage;2028.4600000000005;29;550.0;69;22;26.112654357732296;Covered;73;8.0;103.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;103
2017;GA;Dermatology;6694.990000000003;247;Food and Beverage;3874.1000000000013;22;1498.26;147;26;24.882856396181918;Yes;155;8.0;239.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;239
2018;MD;Psychiatry & Neurology;72654.62999999999;681;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;49669.53;114;27281.289999999997;169;39;79.50549042998968;Yes;351;253.0;428.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;428
2020;IL;Surgery;12724.58;118;Education;10000.0;36;10155.94;278;28;272.28047274223377;Yes;75;9.0;109.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;109
2021;MD;Internal Medicine;8098.080000000004;529;Food and Beverage;7983.020000000005;52;1244.63;197;33;12.424893309664837;Yes;390;47.0;482.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;482
2022;TX;Internal Medicine;674320.0200000003;672;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;454868.58999999997;43;60516.56;58;32;507.03790767959725;Yes;434;297.0;375.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;375
2023;TX;Surgery;4425.430000000001;171;Food and Beverage;4400.430000000002;48;1088.44;661;27;32.73989457012231;Covered;112;64.0;107.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;107
2024;MI;Family Medicine;7569.199999999997;586;Food and Beverage;7248.399999999995;96;960.3199999999999;74;34;14.632853077444178;Yes;331;13.0;573.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;573
2025;NC;Anesthesiology;92350.23000000005;618;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;32528.0;66;22798.58;596;36;270.07849544174593;Yes;357;66.0;552.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;552
2027;SC;Pediatrics;3682.56;14;Honoraria;3265.86;3;3243.9300000000003;816;6;1314.1935836945104;Yes;10;5.0;9.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;9
2028;TX;Orthopaedic Surgery;2572.41;67;Food and Beverage;1750.46;18;966.9699999999999;700;15;37.439108686451384;Yes;60;35.0;32.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;35
2029;KY;Internal Medicine;19692.650000000005;305;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;11500.0;59;6520.240000000001;216;31;88.43095028037652;Covered;157;69.0;236.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;236
2030;NY;Otolaryngology;2608.02;60;Food and Beverage;2596.13;13;685.5;822;14;38.654672255838456;Yes;48;16.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
2031;MI;Internal Medicine;9128.470000000005;231;Food and Beverage;7164.03;26;2896.81;75;34;42.74754091189068;Yes;134;35.0;196.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;196
2032;TX;Ophthalmology;10114.4;151;Food and Beverage;5842.369999999997;39;3583.3400000000006;296;22;34.92499616664506;Yes;94;14.0;137.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;137
2034;CT;Internal Medicine;3157.5600000000004;165;Food and Beverage;2507.83;24;754.53;150;18;33.48249550116087;Yes;109;14.0;151.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;151
2035;NC;Internal Medicine;1991.3100000000002;99;Food and Beverage;1904.8100000000002;12;252.92;69;23;22.874038425196467;Yes;64;3.0;96.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;96
2036;SC;Eye and Vision Services Providers;2248.73;39;Food and Beverage;1565.34;11;958.1600000000001;296;13;31.572934404578177;Yes;31;8.0;31.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;31
2038;SC;Podiatric Medicine & Surgery Service Providers;1572.6999999999998;65;Food and Beverage;1572.6999999999998;10;312.5200000000001;340;23;10.318242709141082;Yes;44;11.0;54.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;54
2039;MS;;1895.8500000000006;94;Food and Beverage;1789.7000000000005;13;353.03000000000003;197;22;23.32151698695274;Yes;51;7.0;87.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;87
