Physician_ID,Set,Primary_Specialty_Count,License_State_Count,Total_Amount_of_Payment_USDollars,Number_of_Payments,Number_of_Ownership_Interests,Has_Ownership_Interest
1466,test,3,3,73197.02,1354,,
1467,train,2,1,974.9800000000002,47,,
1468,train,3,2,80041.79000000001,462,,
1469,train,3,2,46646.03000000002,74,,
1470,train,2,1,573.6200000000001,39,,
1471,train,3,1,11575.16000000002,922,22.0,True
1472,test,2,2,13860.290000000006,608,,
1473,train,2,1,3434.49,284,,
1474,train,3,3,8078.369999999997,357,,
1475,train,0,1,3816.43,192,,
1476,train,3,2,58335.96000000001,1062,1.0,True
1477,train,0,2,13211.470000000001,83,,
1478,train,2,2,5401.520000000005,403,,
1479,train,2,2,4342.229999999995,239,,
1480,train,3,1,1813.4199999999998,25,,
1481,train,3,3,17074.869999999984,709,,
1482,test,2,1,3947.3300000000004,341,,
1483,train,2,2,2057.7,26,,
1484,train,3,1,1492.1200000000006,88,,
1485,train,2,1,4116.040000000001,62,,
1486,train,2,1,182337.25,392,,
1487,test,2,1,4899.78,63,,
1488,train,3,2,5366.69,402,,
1489,train,2,1,499.33999999999986,32,,
1490,train,3,1,672.6700000000001,28,,
1491,train,2,1,5119.789999999996,343,,
1492,train,2,1,664.05,15,,
1493,train,2,2,431.23999999999995,22,,
1494,train,2,1,2958.7799999999997,36,,
1495,train,3,2,46728.200000000004,343,,
1496,train,2,1,8364.240000000005,652,,
1497,train,2,1,1029.7699999999998,48,,
1498,train,2,1,402.53,31,,
1499,train,3,1,5812.160000000006,430,,
1500,train,3,2,19314.970000000005,322,,
1501,train,3,1,9338.489999999998,438,,
1502,train,0,1,1932.3899999999999,37,,
1503,train,2,1,60438.73,579,,
1504,test,3,1,700.26,23,,
1505,train,3,1,3525.18,50,,
1506,train,0,1,421877.88999999984,420,,
1507,train,3,1,5478.770000000003,341,,
1508,test,3,2,4335.549999999998,49,,
1509,train,3,1,5758.429999999999,46,,
1510,train,2,1,666.2399999999999,24,,
1511,test,3,1,4443.56,40,,
1512,train,2,1,4230.790000000004,296,,
1513,train,2,1,3520.4,38,,
1514,train,0,1,96843.00999999994,673,,
1515,test,2,1,204152.37000000005,216,,
1516,train,2,1,5622.449999999996,303,,
1517,train,2,1,246.91,18,,
1518,train,2,1,7695.389999999999,522,,
1519,train,2,1,2103.58,40,,
1520,train,2,1,7494.609999999998,264,1.0,True
1521,train,2,1,17582.029999999995,142,,
1522,train,2,1,5043.14,299,,
1523,train,2,1,1647.120000000001,78,,
1524,train,2,1,12699.970000000001,310,,
1525,train,0,1,756.17,23,,
1526,test,3,1,13703.980000000005,802,,
1527,test,3,2,3606.6200000000003,50,,
1528,train,2,1,1578.1599999999999,86,,
1529,train,3,2,2539936.5699999984,1367,,
1530,train,3,3,8102.420000000002,141,1.0,True
1531,train,2,4,2708.82,25,,
1532,train,3,1,821.3400000000001,24,,
1533,train,3,3,5838.819999999999,356,,
1534,train,3,1,11168.410000000005,418,,
1535,train,3,1,5761.56,29,,
1536,train,2,1,11414.580000000005,812,,
1537,train,2,1,630.3,36,,
1538,test,3,2,3469.3900000000012,136,,
1539,train,3,3,8861.070000000002,435,2.0,True
1540,train,2,1,19078.860000000015,368,3.0,True
1541,train,2,1,76767.73,44,,
1542,train,2,1,152054.3700000002,1501,,
1543,test,2,1,7497.160000000004,375,,
1544,train,2,1,96632.04999999999,390,,
1545,train,3,1,18378.779999999995,184,,
1546,train,2,1,12812.919999999995,1101,,
1547,train,3,1,4680.579999999999,167,,
1548,train,2,1,3184.5899999999997,59,,
1549,train,0,3,9889.779999999997,401,,
1550,train,2,2,56059.130000000005,213,,
1551,train,2,1,473.73,23,,
1552,train,2,1,74556.71000000004,201,,
1553,train,3,2,221703.92999999996,141,,
1554,test,3,1,4534.200000000002,393,,
1555,train,2,1,793.2900000000002,50,,
1556,train,3,1,206.77,16,,
1557,test,3,3,1868.0699999999995,77,,
1558,train,2,1,14931.879999999986,1096,,
1559,train,2,1,1271.8200000000002,64,,
1560,train,2,1,5931.969999999996,365,,
1561,train,2,2,2460.2800000000007,75,,
1562,train,2,1,7700.689999999998,153,,
1563,train,2,2,2671.6600000000003,149,,
1564,train,3,2,15454.399999999996,494,,
1565,train,2,4,102134.89000000004,186,,
1566,test,3,1,5410.099999999999,434,,
1567,train,2,1,1078.1,41,,
1568,train,2,1,726.14,46,,
1569,train,3,1,6367.089999999999,64,,
1570,test,3,2,6603.940000000001,163,,
1571,train,3,2,1682.54,57,,
1572,train,3,1,9879.979999999998,418,,
1573,train,3,1,1161.6000000000001,20,,
1574,train,2,1,5401.599999999994,510,,
1575,train,2,3,2991.099999999999,87,,
1576,train,0,2,662.48,30,,
1577,train,3,1,2568.6200000000003,105,,
1578,train,2,1,65154.90999999999,284,,
1579,train,0,1,2727.6800000000003,197,,
1580,test,3,1,3618.01,49,,
1581,train,2,1,772.71,27,,
1582,train,3,2,17499.79,376,9.0,True
1583,test,3,1,17655.249999999993,435,,
1584,test,2,1,5123.889999999999,66,,
1585,train,3,2,6411.290000000001,32,,
1586,train,2,3,469120.3100000002,742,,
1587,train,2,1,7744.4099999999935,298,,
1588,train,2,1,948.67,36,,
1589,train,2,1,12973.209999999977,1047,,
1590,train,2,1,2023.3799999999997,41,,
1591,train,2,1,583.2099999999999,36,,
1592,train,2,1,3388.38,231,,
1593,train,0,1,5745.559999999995,329,,
1594,train,2,1,34394.759999999995,102,,
1595,train,2,1,5604.84999999999,503,,
1596,train,3,2,430.19000000000005,10,,
1597,test,0,2,2205.2200000000003,100,,
1598,train,2,1,7519.060000000002,409,,
1599,train,2,2,938.88,42,,
1600,test,2,1,4535.69,184,,
1601,train,3,2,4960.6500000000015,318,,
1602,train,2,2,30846.319999999992,149,,
1603,train,3,1,757.0699999999999,27,,
1604,test,2,1,651.3399999999999,38,,
1605,train,2,2,1837.8199999999997,129,,
1606,train,3,2,70092.11999999997,200,,
1607,train,2,2,3477.789999999999,56,,
1608,train,3,1,43695.93,172,,
1609,train,2,3,1887.7800000000002,110,,
1610,train,3,2,1881.31,36,,
1611,test,3,1,300292.46,156,,
1612,test,3,3,4911.540000000001,90,,
1613,train,2,1,7670.319999999999,650,,
1614,train,2,1,1097.4099999999999,50,,
1615,train,2,1,4722.19,64,,
1616,train,2,1,3551.5700000000006,245,,
1617,train,2,1,7899.089999999997,110,,
1618,test,2,1,242.84,16,,
1619,train,3,1,149367.86000000025,1244,,
1620,train,2,2,1933.28,120,,
1621,train,3,1,1039591.3799999999,930,49.0,True
1622,train,2,3,8034.300000000001,469,,
1623,train,2,3,2178.83,103,,
1624,train,2,1,663.2299999999998,36,,
1625,train,2,1,445.2699999999999,28,,
1626,train,2,1,4882.679999999999,208,,
1627,train,3,2,7587.03,522,,
1628,train,2,1,502.4,28,,
1629,train,2,2,18702.38,151,,
1630,train,2,1,1677.5599999999997,147,,
1631,train,2,2,961.7100000000003,53,,
1632,train,0,1,4712.2899999999945,348,,
1633,train,3,1,1122.26,51,,
1634,train,3,2,1912.6,122,,
1635,train,2,1,1723.7300000000002,73,,
1636,train,3,1,755056.6399999995,1373,,
1637,train,2,1,7864.109999999999,381,,
1638,train,3,1,557.8000000000001,20,,
1639,train,3,1,63807.649999999994,65,,
1640,train,2,1,1326.09,87,,
1641,train,2,1,568.0299999999997,42,,
1642,train,2,1,10358.599999999999,778,,
1643,test,3,4,23663.810000000005,512,,
1644,train,2,1,2917.6100000000006,111,,
1645,train,2,1,1716.6800000000003,93,,
1646,train,3,1,712.3499999999999,21,,
1647,test,3,1,748.4200000000001,30,,
1648,test,2,1,1825.62,31,,
1649,train,2,1,4734.5,154,,
1650,train,2,1,3272.5399999999995,244,,
1651,train,0,1,931.6900000000002,59,,
1652,train,3,1,1515.8999999999996,31,,
1653,train,3,1,29403.250000000004,151,,
1654,test,2,4,4825.13,83,,
1655,train,0,1,12413.550000000005,964,,
1656,test,3,2,60331.470000000016,613,,
1657,train,2,1,2216.39,164,,
1658,train,2,2,4051.8800000000006,237,,
1659,train,3,1,1172892.5900000008,3029,,
1660,train,3,1,1171.2299999999998,24,,
1661,train,3,2,8800.88,424,,
1662,train,2,1,5195.34,40,,
1663,train,2,1,1099.7199999999998,21,,
1664,train,2,1,141049.07000000004,83,,
1665,train,2,1,13083.749999999993,163,,
1666,train,3,1,5010.7999999999965,109,,
1667,train,2,1,1291.6699999999998,84,1.0,True
1668,train,3,1,5746.779999999999,43,,
1669,train,0,1,4353.670000000001,176,,
1670,train,2,1,4178.039999999999,206,,
1671,train,2,1,11025.769999999999,968,,
1672,train,2,1,12410.670000000011,1002,,
1673,test,2,1,45620.91,138,,
1674,train,2,1,875.8000000000002,27,,
1675,train,3,1,4964.289999999999,270,1.0,True
1676,train,2,1,1509.57,75,,
1677,train,2,1,41379.300000000054,647,,
1678,test,2,1,920.2099999999998,56,,
1679,train,3,1,8410.06,27,,
1680,train,3,2,8043.289999999997,291,,
1681,test,2,1,662.9600000000002,37,,
1682,train,2,1,9251.32,58,,
1683,train,3,1,41611.920000000035,1059,,
1684,train,3,3,10938.740000000003,657,,
1685,test,2,1,4937.070000000001,99,,
1686,train,2,1,217.04000000000002,13,,
1687,train,2,2,10858.380000000001,243,44.0,True
1688,train,2,3,5611.249999999998,99,2.0,True
1689,train,3,1,13244.020000000011,404,,
1690,train,2,1,1743.4699999999998,121,,
1691,train,2,3,35328.33,82,,
1692,train,2,2,48391.88000000001,102,1.0,True
1693,test,2,1,1493.0399999999995,81,,
1694,train,3,2,3684.6900000000014,240,,
1695,train,2,1,3190.6499999999983,203,,
1696,train,3,1,9580.549999999994,562,,
1697,train,2,1,63808.62000000001,197,,
1698,train,3,1,2003.3,39,,
1699,train,2,1,6356.2000000000035,382,,
1700,train,3,1,425.76000000000005,18,,
1701,train,3,1,4427.619999999997,234,,
1702,train,3,1,13374.66,19,,
1703,train,2,1,1708.2499999999998,22,,
1704,train,3,4,9835.190000000002,227,,
1705,train,3,2,5059.230000000003,303,,
1706,train,2,1,4471.450000000001,92,1.0,True
1707,train,2,1,2012.3000000000006,50,,
1708,test,2,2,6970.230000000003,82,,
1709,train,0,1,339418.9299999999,756,,
1710,train,0,1,10650.779999999997,292,,
1711,train,3,1,195754.2,390,,
1712,train,3,1,6082.129999999997,127,,
1713,train,2,4,28973.689999999995,25,,
1714,train,2,1,622801.9300000002,453,32.0,True
1715,train,2,1,1323.0499999999997,65,,
1716,train,2,1,859.9600000000002,49,,
1717,train,2,3,10139.770000000006,99,,
1718,train,2,1,26114.079999999984,277,,
1719,test,2,2,988059.2500000005,217,,
1720,train,3,1,1259.3800000000006,32,,
1721,train,0,1,6311.809999999998,543,,
1722,train,2,3,19636.940000000002,57,,
1723,test,2,1,12005.320000000009,465,,
1724,train,3,1,3962.7600000000007,48,,
1725,test,2,2,3619.0599999999977,55,,
1726,train,2,1,3361.060000000001,37,,
1727,test,2,1,4186.1600000000035,310,,
1728,train,2,3,78540.19,226,,
1729,train,3,2,2598.6299999999997,188,,
1730,train,2,1,2938.1199999999994,113,,
1731,train,3,1,7220.179999999995,348,,
1732,train,3,2,1158130.7899999998,247,,
1733,train,3,1,4888.97,341,,
1734,train,3,4,4430.4500000000035,228,,
1735,train,3,2,18740.96,1060,27.0,True
1736,train,2,3,4634.699999999999,180,4.0,True
1737,train,2,2,1807.92,103,,
1738,train,2,1,13148.809999999989,966,1.0,True
1739,train,2,1,1020.8,43,,
1740,train,2,1,1786.8000000000013,122,,
1741,train,3,1,1021.8300000000002,18,,
1742,train,2,1,658.49,40,,
1743,train,2,1,10144.679999999997,421,,
1744,train,2,2,6883.490000000001,27,,
1745,train,3,1,2437.9700000000003,96,,
1746,train,3,2,4374.6900000000005,338,23.0,True
1747,test,2,1,2046.0400000000004,117,,
1748,train,3,1,1504.5400000000006,68,,
1749,train,3,1,9134.009999999997,198,,
1750,train,2,1,3333.850000000001,143,,
1751,train,2,1,1168312.4200000002,78,1.0,True
1752,train,2,1,585.66,21,,
1753,train,2,1,5302.539999999999,211,,
1754,train,3,2,10398.819999999994,706,,
1755,train,2,3,1672.2199999999996,67,,
1756,train,3,1,18552.759999999995,73,2.0,True
1757,train,2,1,17850.829999999987,1214,,
1758,train,2,1,1432.0200000000004,102,,
1759,train,3,1,1404.22,23,,
1760,train,2,1,970.2,54,,
1761,train,3,2,100666.79,90,,
1762,train,2,1,3054.899999999998,213,,
1763,train,2,1,510.1899999999999,34,,
1764,train,2,1,10665.820000000007,749,,
1765,train,2,1,4053.1500000000015,40,,
1766,test,2,2,4810.299999999999,48,,
1767,train,2,1,7309.890000000004,505,,
1768,train,2,4,7414.440000000003,171,,
1769,test,2,1,4190.34,120,,
1770,train,3,1,7303.810000000002,236,,
1771,train,0,1,2615.3399999999992,120,,
1772,train,3,1,54546.97999999999,62,,
1773,train,2,3,2619.0099999999998,51,,
1774,train,3,1,7135.560000000007,261,,
1775,train,3,1,17889.950000000008,1260,1.0,True
1776,train,2,1,4063.6700000000005,134,,
1777,train,2,2,9479.540000000003,478,,
1778,train,3,1,9150.490000000002,22,,
1779,test,2,1,1881.86,73,,
1780,test,2,1,8129.3499999999985,215,,
1781,train,2,1,5193.050000000003,374,,
1782,train,2,1,3528.61,97,,
1783,train,3,2,4580.210000000002,191,,
1784,train,2,2,2228.22,47,,
1785,test,3,2,4014.650000000001,208,,
1786,train,3,1,13628.140000000003,645,,
1787,test,3,3,19553.619999999995,697,,
1788,train,3,2,351273.37000000005,316,,
1789,train,2,4,8913.39999999999,456,2.0,True
1790,train,2,2,1113.39,41,,
1791,train,2,1,13335.749999999995,1328,,
1792,test,2,3,7818.0999999999985,680,,
1793,train,3,1,10973.189999999999,79,,
1794,test,3,1,26568.64000000002,790,,
1795,train,2,2,3577.5999999999967,283,,
1796,train,3,1,1543.9500000000003,71,,
1797,train,3,1,91101.16999999991,250,1.0,True
1798,train,2,1,925.39,16,,
1799,train,2,1,2289.94,168,,
1800,train,2,1,3244.2100000000005,223,,
1801,train,3,2,18965.970000000012,263,,
1802,train,3,3,2793.03,170,,
1803,train,0,4,2180.5799999999995,46,,
1804,train,2,1,3425.65,39,1.0,True
1805,train,2,1,1403.4300000000005,65,,
1806,train,2,2,14288.16,286,,
1807,train,3,3,148902.7700000002,371,,
1808,train,3,1,2135.08,143,,
1809,train,3,3,53336.299999999974,174,,
1810,train,2,1,6153.180000000005,409,,
1811,train,2,1,7394.869999999999,105,,
1812,train,2,1,808.9700000000001,12,1.0,True
1813,train,2,2,5007.949999999996,340,,
1814,train,2,1,9068.280000000004,730,,
1815,train,2,2,666.0199999999999,33,,
1816,train,3,1,72868.47,137,,
1817,train,3,5,32511.069999999996,84,,
1818,train,3,1,1139840.7199999979,2174,,
1819,train,3,1,2434.0000000000014,136,,
1820,train,3,1,1889.9000000000003,132,,
1821,train,3,1,20157.150000000056,677,,
1822,train,2,1,10409.220000000001,65,,
1823,train,3,1,12553.449999999995,112,,
1824,test,3,1,49878.34000000001,166,,
1825,test,2,2,8306.980000000007,213,,
1826,train,2,3,128017.25000000004,273,,
1827,train,2,1,4317.070000000001,33,18.0,True
1828,train,2,1,2529.180000000001,76,,
1829,train,2,1,2122.1899999999996,155,,
1830,test,2,1,121547.76999999996,197,,
1831,train,2,1,5821.79,64,,
1832,train,2,1,454286.2000000003,1389,,
1833,train,2,1,3177.540000000001,165,,
1834,train,2,1,1523.5500000000004,38,,
1835,train,2,1,10591.920000000004,52,,
1836,train,3,1,144660.39,245,15.0,True
1837,test,2,1,4111.500000000002,291,,
1838,train,0,3,4622.95,82,5.0,True
1839,train,2,2,55822.44999999999,387,,
1840,test,3,2,4791.290000000002,99,,
1841,train,3,3,179010.9700000002,772,,
1842,test,2,1,51557.37000000003,206,,
1843,test,2,1,706.0899999999998,29,,
1844,train,2,1,3748.8399999999997,113,,
1845,train,3,2,7207.429999999995,363,,
1846,train,2,1,7961.59,25,,
1847,train,3,1,358.53,24,,
1848,train,2,3,6659.600000000005,357,,
1849,train,2,2,493.21,36,,
1850,train,3,2,23619.029999999995,222,,
1851,train,2,1,2529.4599999999996,45,,
1852,train,0,1,2243.210000000001,61,,
1853,train,2,1,1636.0600000000002,100,,
1854,train,2,1,2259.4599999999987,146,,
1855,train,2,1,8254.270000000008,494,,
1856,train,0,1,75714.46000000008,753,13.0,True
1857,train,3,2,8557.960000000001,122,,
1858,train,2,1,2721.1299999999997,30,,
1859,train,2,1,996.5300000000002,61,,
1860,train,0,1,247750.90000000005,312,,
1861,train,2,1,1396.4799999999998,81,,
1862,train,2,1,1273.48,79,1.0,True
1863,train,2,1,556.2199999999999,35,,
1864,train,2,1,13042.420000000002,265,,
1865,train,2,1,100281.30999999997,312,,
1866,train,2,1,800.6099999999999,21,,
1867,train,2,2,972.83,77,,
1868,test,2,1,1260.1400000000006,54,,
1869,train,2,1,3368.7399999999993,167,,
1870,test,2,1,3204.549999999999,91,,
1871,train,3,2,2356.35,161,,
1872,train,2,2,4245.709999999997,271,,
1873,test,2,1,7675.769999999999,75,,
1874,train,2,1,924.6000000000001,47,,
1875,train,3,1,12151.410000000003,676,,
1876,train,2,1,6994.679999999995,301,,
1877,test,2,1,1283.0,35,,
1878,train,2,1,1915.6899999999994,128,,
1879,train,3,4,1103.19,61,,
1880,train,3,2,7904.020000000008,567,,
1881,test,2,1,604.34,20,,
1882,train,2,1,2520.5800000000004,53,,
1883,train,3,1,8645.939999999995,385,,
1884,train,2,1,668.8,20,,
1885,train,2,1,10796.230000000007,170,,
1886,train,3,1,23146.330000000005,54,,
1887,train,2,1,9079.619999999992,593,,
1888,train,0,1,1193.6300000000003,42,,
1889,train,0,1,31552.800000000007,155,,
1890,train,3,1,40745.98999999999,763,,
1891,train,2,1,1081.5300000000002,35,,
1892,train,3,3,7447.759999999997,216,,
1893,train,2,1,1066.4000000000003,61,,
1894,test,2,1,2902.37,154,,
1895,train,3,3,188221.67999999985,676,,
1896,test,2,1,5098.999999999998,411,,
1897,train,2,1,1451.46,21,,
1898,test,3,5,1654.75,42,,
1899,train,3,1,75640.96999999999,43,,
1900,train,2,3,8871.339999999998,69,,
1901,train,3,2,4217.92,178,,
1902,train,2,1,5205.290000000003,386,,
1903,train,2,1,6438.530000000004,242,,
1904,train,3,1,2260.8800000000006,81,,
1905,train,2,1,577.8199999999999,23,,
1906,train,3,2,2046.789999999999,46,,
1907,test,2,2,1021.47,16,,
1908,train,2,1,2755.5599999999986,125,,
1909,train,3,2,10975.39000000001,680,,
1910,train,2,2,12249.419999999996,192,,
1911,train,2,1,1974.1000000000004,73,,
1912,train,2,1,4326.71,284,,
1913,train,2,1,4043.75,35,,
1914,train,3,3,104383.19,177,,
1915,train,2,2,1208.4100000000003,62,,
1916,train,2,1,508.21999999999986,28,,
1917,test,3,2,4790.530000000001,288,,
1918,train,2,4,3551.419999999999,114,,
1919,train,3,1,15972.679999999998,508,,
1920,train,2,3,5073.749999999999,47,,
1921,train,3,3,653.2900000000001,36,,
1922,train,3,1,3494.9199999999996,23,,
1923,test,2,4,9946.619999999999,56,,
1924,test,2,1,944.0799999999997,59,,
1925,test,3,1,7056.12,52,,
1926,train,2,1,3284.5,293,,
1927,train,3,1,7252.770000000001,45,,
1928,train,2,1,6428.979999999997,111,,
1929,train,2,2,40016.030000000006,313,,
1930,train,2,1,2928.720000000001,58,,
1931,test,2,2,60394.15000000001,204,,
1932,train,3,1,25092.030000000017,1723,,
1933,test,2,1,10063.78,101,,
1934,train,2,1,85939.43,149,,
1935,test,2,1,2150.66,26,,
1936,test,0,1,1330.3099999999997,39,,
1937,train,2,1,6212.5700000000015,510,,
1938,train,2,2,853.2900000000002,84,,
1939,train,2,1,3983.73,126,,
1940,train,3,3,7028.070000000003,67,,
1941,train,3,1,13906.15000000001,544,,
1942,train,3,2,55841.28,296,,
1943,train,3,2,7710.690000000006,584,,
1944,train,2,2,3905.3700000000013,249,,
1945,train,2,1,8378.349999999999,39,,
1946,test,0,1,761.3900000000002,43,,
1947,train,2,1,3027.639999999999,216,,
1948,train,2,1,3853.0600000000013,109,,
1949,train,3,1,2069.18,85,,
1950,train,3,2,9695.820000000002,106,,
1951,test,3,3,1623.1699999999998,32,,
1952,train,3,1,1539.36,39,,
1953,train,3,1,5824.839999999998,112,,
1954,train,2,2,4372.399999999997,262,,
1955,train,2,1,271.29,20,,
1956,train,0,1,2280.609999999999,122,,
1957,train,2,2,4026.1700000000005,63,,
1958,test,2,1,1349.1299999999999,24,,
1959,train,2,1,4406.85,320,,
1960,train,3,1,8339.619999999999,482,4.0,True
1961,test,2,1,17645.49,96,,
1962,train,3,3,2044.5000000000005,120,,
1963,train,2,1,4190.099999999997,199,,
1964,train,3,1,3045.6399999999985,200,,
1965,train,2,1,1068.93,79,,
1966,train,2,2,82316.73000000014,1326,,
1967,train,3,3,709522.3799999994,924,,
1968,train,3,2,9085.229999999992,837,,
1969,train,3,1,339.7300000000001,22,,
1970,test,3,1,3725.1399999999985,282,,
1971,test,3,3,11458.400000000003,156,,
1972,train,2,3,5935.02,65,,
1973,train,2,1,2498.1199999999985,146,,
1974,train,2,1,2490.9000000000005,120,,
1975,train,2,2,11259.850000000004,109,,
1976,train,2,2,19897.880000000016,113,,
1977,train,3,1,14049.000000000002,184,,
1978,test,3,1,2018.94,45,,
1979,train,2,5,4114.669999999999,97,,
1980,train,2,1,1741.7699999999998,81,,
1981,train,2,1,2736.63,104,1.0,True
1982,test,2,1,4243.169999999998,65,,
1983,train,3,1,2002.56,58,,
1984,test,2,1,3884.9999999999977,283,,
1985,train,2,1,3448.4399999999982,231,,
1986,train,2,2,21450.09,29,,
1987,train,2,1,5943.54,123,,
1988,train,3,2,2568.140000000001,55,,
1989,test,2,1,747.8100000000002,28,,
1990,train,3,1,846.35,45,,
1991,train,3,3,524498.95,1743,59.0,True
1992,train,3,1,223215.91000000003,309,,
1993,train,2,1,5298.579999999995,370,,
1994,test,2,1,9184.689999999999,212,,
1995,train,2,2,57823.21,342,1.0,True
1996,train,2,2,4912.299999999998,36,,
1997,test,2,1,2887.759999999999,185,,
1998,train,2,1,24149.029999999962,1323,1.0,True
1999,train,2,1,6541.320000000001,83,,
2000,test,2,1,5292.650000000003,272,,
2001,train,2,2,1319.3500000000001,85,,
2002,train,3,1,3308.8099999999995,81,,
2003,train,2,3,3011.6200000000003,30,,
2004,train,2,3,698.76,35,,
2005,test,3,1,120463.51000000011,312,,
2006,train,2,1,157235.09000000003,389,,
2007,train,2,3,463.89000000000004,20,,
2008,test,3,2,4500.84,55,,
2009,train,0,1,1701.2799999999997,112,,
2010,train,2,1,7019.599999999998,113,,
2011,train,3,1,10253.54,267,,
2012,train,2,1,1841.6000000000001,66,,
2013,train,2,1,5509.189999999998,436,,
2014,train,2,1,480.62,14,,
2015,train,2,1,8673.279999999999,68,,
2016,train,2,2,2032.2200000000005,111,,
2017,train,2,1,6694.990000000003,247,,
2018,train,3,3,72654.62999999999,681,13.0,True
2019,test,2,1,59386.30000000003,587,,
2020,train,2,2,12724.58,118,,
2021,train,3,1,8098.080000000004,529,,
2022,train,3,3,674320.0200000003,672,,
2023,train,2,1,4425.430000000001,171,,
2024,train,2,1,7569.199999999997,606,,
2025,train,3,3,92350.23000000005,642,,
2026,test,2,1,66414.06000000001,128,,
2027,train,3,1,3682.56,14,,
2028,train,3,1,2572.41,67,,
2029,train,3,3,19692.650000000005,337,,
2030,train,2,2,2608.02,60,,
2031,train,3,1,9128.470000000005,234,,
2032,train,2,1,10114.4,151,,
2033,test,2,1,2446.729999999999,207,,
2034,train,3,2,3157.5600000000004,165,,
2035,train,2,1,1991.3100000000002,99,,
2036,train,2,1,2248.73,39,,
2037,test,3,1,1761.51,22,,
2038,train,2,2,1572.6999999999998,65,,
2039,train,0,1,1895.8500000000006,94,,
2040,train,2,1,199736.95999999996,33,,
2041,train,2,1,8574.9,53,,
2042,test,2,1,7996.549999999997,358,,
2043,train,3,1,3099.7,102,,
2044,train,2,1,957.3500000000004,48,,
2045,train,3,1,1672.34,48,,
2046,train,2,2,677.6700000000001,40,,
2047,train,2,1,2768.619999999999,44,,
2048,train,3,1,2107.89,98,,
2049,train,2,1,10261.160000000003,208,,
2050,train,2,1,7160.010000000001,532,,
2051,train,2,1,1370.89,88,,
2052,train,2,2,6018.880000000004,277,,
2053,train,2,1,362.34000000000015,25,,
2054,train,3,1,6530.320000000001,133,,
2055,train,3,1,16714.230000000007,490,,
2056,test,0,1,779.44,38,,
2057,train,2,4,2871.13,63,,
2058,train,2,1,12525.450000000033,1389,,
2059,train,3,2,158252.85999999978,347,,
2060,train,3,2,159212.9999999997,1744,,
2061,train,2,1,1008.71,27,,
2062,train,3,5,3088.6599999999994,183,,
2063,train,2,2,7108.0099999999975,64,,
2064,train,3,1,3219.01,153,,
2065,train,2,1,2779.260000000001,145,,
2066,train,3,1,12617.860000000004,296,,
2067,train,2,1,8960.510000000002,93,,
2068,train,0,2,955.5900000000001,50,,
2069,train,3,3,4761.359999999998,125,,
2070,train,3,2,1951.99,144,,
2071,train,2,2,2148.75,50,,
2072,train,2,1,4724.939999999999,294,,
2073,test,2,2,4379.969999999998,337,,
2074,test,2,2,904.36,60,,
2075,train,2,1,1977.52,133,,
2076,train,3,1,2763.5100000000007,52,,
2077,train,3,1,3545.9499999999994,115,,
2078,train,3,3,18240.849999999995,180,,
2079,train,2,1,1414.4800000000005,89,,
2080,train,3,1,8470.740000000002,342,,
2081,train,2,1,11810.739999999998,799,,
2082,train,0,1,4030.330000000003,218,,
2083,train,2,1,2174.8199999999997,168,,
2084,test,3,1,11037633.039999992,177,,
2085,train,3,2,3804.5699999999993,148,,
2086,train,3,3,2794.5399999999986,174,1.0,True
2087,train,3,1,6421.260000000002,178,,
2088,test,3,2,5159.400000000001,324,,
2089,train,3,2,43473.82,135,,
2090,train,2,1,20770.020000000004,26,,
2091,train,2,1,835.0400000000001,51,,
2092,train,0,1,2749.6799999999994,160,,
2093,train,3,1,13162.069999999994,153,,
2094,train,2,1,4600.390000000003,149,,
2095,train,3,1,99709.7,145,,
2096,train,2,1,3317.62,240,,
2097,train,3,1,600.5000000000001,18,,
2098,test,2,1,5847.210000000002,462,,
2099,train,2,1,1921.8899999999999,66,,
2100,train,2,1,1067.4099999999996,58,,
2101,test,3,1,19913.369999999995,83,,
2102,train,2,2,11218.320000000007,623,,
2103,train,3,1,28349.090000000004,85,,
2104,test,2,1,2465.6500000000005,57,,
2105,train,3,1,34378.540000000015,75,,
2106,train,3,1,2611.12,101,1.0,True
2107,train,2,2,3062.1300000000015,218,,
2108,train,2,1,1642.39,26,,
2109,train,2,1,1444.9699999999998,95,,
2110,test,3,1,758.8899999999998,44,,
2111,train,2,1,1461.68,34,,
2112,train,3,1,2434.5600000000004,43,,
2113,train,2,1,7608.000000000001,54,,
2114,test,3,2,51093.93,182,,
2115,test,2,2,1028.0199999999998,55,,
2116,train,2,1,17708.07000000001,1025,,
2117,train,3,1,92012.73999999999,71,,
2118,test,3,3,1916.8900000000003,58,,
2119,train,2,1,13151.340000000004,949,,
2120,train,2,1,757.1300000000001,53,,
2121,train,2,2,4816.08,53,,
2122,test,3,2,16032.15999999998,327,,
2123,train,3,1,257746.28999999986,1717,,
2124,train,2,2,289.98999999999995,25,,
2125,train,3,4,271270.0900000001,775,,
2126,train,2,2,3701.7000000000003,176,,
2127,train,3,2,24179.74,124,,
2128,test,3,1,11659.570000000002,47,,
2129,train,3,2,457088.9400000004,753,,
2130,train,3,1,711248.6500000001,1126,,
2131,train,2,2,6784.979999999998,98,,
2132,train,3,1,4110.29,17,,
2133,train,3,3,13889.190000000006,402,,
2134,train,2,1,12974.129999999997,1036,,
2135,train,3,1,2797.7099999999996,101,,
2136,test,3,1,2841.93,33,,
